Date,High Price,Low Price,Close Price,Total Traded Quantity,Turnover (in lacs),No. of Contracts,
02-Jul-2018,304.8,294.8,298.9,2444336,7313.7454375,2141,
03-Jul-2018,297.8,286.6,291.5,2404666,6998.0962315,1678,
04-Jul-2018,301.85,289.55,299.5,2171623,6475.0793865,1712,
05-Jul-2018,305.1,294.3,303.45,1418401,4240.7346765,1969,
06-Jul-2018,303.95,295.35,299.1,1382388,4151.298676,1326,
09-Jul-2018,303,299.1,301.85,613883,1851.2841715,646,
10-Jul-2018,307.1,299.85,305.3,878200,2672.3113355,1256,
11-Jul-2018,319.2,304,317.15,4059566,12826.352717,2859,
12-Jul-2018,317,307.65,314.05,1586131,4935.6137135,1454,
13-Jul-2018,314,300.35,302.7,1416753,4317.871497,1367,
16-Jul-2018,305.7,298.3,301.15,1661955,4991.975947,975,
17-Jul-2018,307.25,297.1,303.35,836130,2540.112073,910,
18-Jul-2018,305.6,298.75,299.25,1537581,4618.306616,2111,
19-Jul-2018,292.4,283.4,285.3,2182923,6239.6201235,1279,
20-Jul-2018,288.2,285,286,4041062,11567.6218295,1019,
23-Jul-2018,289.65,284,286.7,629540,1807.7354905,1617,
24-Jul-2018,288,285.1,285.85,3997082,11436.498661,3463,
25-Jul-2018,291.9,283.45,286.9,6454497,18519.907683,7771,
26-Jul-2018,288.65,278.05,286.85,5254405,14941.15286,7281,
27-Jul-2018,290.8,284.1,289.45,1703895,4896.9425295,1724,
30-Jul-2018,292.35,287,289.15,1203306,3482.17255,1109,
31-Jul-2018,291.75,285.95,286.65,1744891,5040.260177,1191,
01-Aug-2018,297.45,285.75,293.25,1897046,5552.268645,1563,
02-Aug-2018,297.9,289.4,291.15,1228980,3599.4206105,916,
03-Aug-2018,292.6,288.75,290.1,1138162,3304.519011,644,
06-Aug-2018,291.85,285.75,287.05,684331,1978.8655295,551,
07-Aug-2018,289.5,285,285.9,1854883,5322.2733845,1068,
08-Aug-2018,292.5,284.15,290.45,5442103,15559.851466,1388,
09-Aug-2018,296.85,289.3,293.25,1562399,4600.0691925,1944,
10-Aug-2018,293.65,287.6,289.9,1271219,3689.880303,938,
13-Aug-2018,287.55,283.45,285.25,1095747,3126.372919,969,
14-Aug-2018,285.75,280.2,283.9,2241692,6357.153034,972,
16-Aug-2018,283.45,279,280.65,1705620,4800.1766855,837,
17-Aug-2018,285.4,281,282.55,2626989,7433.478355,1134,
20-Aug-2018,287,281.9,284.8,1706019,4865.802567,1442,
21-Aug-2018,289.7,284.35,287.5,2304463,6617.190771,1209,
23-Aug-2018,290.7,282.55,283.9,1875794,5348.988682,1378,
24-Aug-2018,291.4,278.85,285.55,3456951,9884.2305765,4245,
27-Aug-2018,289.8,281.6,288.05,2244792,6401.1473005,3179,
28-Aug-2018,289.8,282.6,286.15,10163994,29073.1918705,3703,
29-Aug-2018,287.2,282.25,283.6,4826522,13706.293814,4938,
30-Aug-2018,286,280.1,284.4,2645826,7507.480653,5639,
31-Aug-2018,294.8,285,286.9,2495220,7242.513385,2143,
03-Sep-2018,292.9,286,289.8,1141409,3317.8053325,1408,
04-Sep-2018,292,282.4,284.05,1433152,4103.2891745,1914,
05-Sep-2018,284,269.25,271.35,2129182,5857.535211,2424,
06-Sep-2018,277.6,265.6,270.95,3939106,10669.780138,4214,
07-Sep-2018,279.35,267.2,277.35,2042234,5628.6145435,2135,
10-Sep-2018,279,272.7,275.7,793199,2187.369565,1144,
11-Sep-2018,276.8,269,270.2,2484626,6719.4368475,1283,
12-Sep-2018,272.3,263.3,270.8,1097568,2938.1215935,1494,
14-Sep-2018,275.9,270.55,274.6,3099251,8447.491126,1013,
17-Sep-2018,275,266,266.85,2277951,6155.4838215,1429,
18-Sep-2018,268,265,266.7,1788883,4768.4820685,1692,
19-Sep-2018,272.85,264,270.9,1208800,3247.097921,1361,
21-Sep-2018,282.85,270.6,281.2,3625576,10097.0432955,3885,
24-Sep-2018,283.95,273.05,277.85,1342760,3747.2408865,3833,
25-Sep-2018,280,268.05,269.35,2794731,7627.2052525,4495,
26-Sep-2018,273.9,257.7,261.5,2575108,6808.033464,4882,
27-Sep-2018,271.05,256.85,267.85,3769191,9967.837756,5532,
28-Sep-2018,275.45,261.5,262.95,2438632,6570.008296,2438,
01-Oct-2018,272.3,262,267.6,2928255,7841.328099,2553,
03-Oct-2018,267.6,250,251.7,2989267,7602.98183,2994,
04-Oct-2018,261.6,242.25,256.15,4972966,12740.572481,3295,
05-Oct-2018,264,253.6,260.2,4498382,11741.820787,1513,
08-Oct-2018,269.5,253.15,266.7,2253966,5876.927121,3072,
