Date,High Price,Low Price,Close Price,Total Traded Quantity,Turnover (in lacs),No. of Contracts,
09-Oct-2018,273.9,261.95,266.5,2128482,5725.2673505,2754,
10-Oct-2018,276,256.5,258.25,2832141,7559.837592,3464,
11-Oct-2018,262.65,252,259.75,4629003,12010.0269005,2042,
12-Oct-2018,267.5,258,265.55,2502620,6594.337635,2494,
15-Oct-2018,271.6,264.85,268.6,1953850,5241.6787995,2426,
16-Oct-2018,277.5,263.8,266.25,2760250,7454.9767465,3367,
17-Oct-2018,269.65,258.2,260,1618929,4272.106696,2134,
19-Oct-2018,268.65,261,264.45,2544569,6742.6639845,2716,
22-Oct-2018,267.9,260.65,265.25,1228217,3255.114437,2135,
23-Oct-2018,270.4,258.6,265.5,8806279,23124.3785495,4936,
24-Oct-2018,267.9,259.9,263.25,2283437,5998.90568,4844,
25-Oct-2018,270.7,260,265,6916739,18324.8099635,7336,
26-Oct-2018,268.45,261.85,265,2293262,6073.128515,1466,
29-Oct-2018,266.75,262.55,264.65,995410,2636.0009375,1298,
30-Oct-2018,267.95,263.5,266.2,1524274,4051.734907,668,
31-Oct-2018,271,259.4,269.25,2396820,6350.4234385,1384,
01-Nov-2018,266.95,260.35,261.2,2270401,5969.9211725,1403,
02-Nov-2018,264.75,260.25,262.3,1687971,4444.9615225,1524,
05-Nov-2018,264,258.05,261.95,1661661,4340.381184,1122,
06-Nov-2018,265.75,259.3,262.65,1582175,4170.9770325,1090,
07-Nov-2018,266.25,263,265.15,94257,249.7926335,122,
09-Nov-2018,274.1,264.35,265.85,4838067,13041.711359,2089,
12-Nov-2018,268.8,257.45,258.5,2007650,5232.9440505,1145,
13-Nov-2018,261.25,253.55,258.4,1412523,3633.324523,1622,
14-Nov-2018,261.5,256.85,260.05,813648,2112.93966,872,
15-Nov-2018,261.95,254,255.4,1206044,3107.6655695,1441,
16-Nov-2018,262.25,256,259.6,1581500,4107.476301,1400,
19-Nov-2018,261.8,257.5,259.95,741946,1927.2371785,615,
20-Nov-2018,261.25,257.9,260.3,1005059,2611.232493,999,
21-Nov-2018,260.55,256.45,258.85,1328745,3443.247333,1056,
22-Nov-2018,263.5,244.1,258.1,2857031,7309.396937,3396,
26-Nov-2018,268.55,258.3,262.75,3138480,8230.266808,2377,
27-Nov-2018,268.25,259.15,264.15,2270520,6011.905543,2287,
28-Nov-2018,266.3,257.6,259.65,1726167,4490.976347,6472,
29-Nov-2018,266.5,254.25,265.45,1424071,3721.803607,4889,
30-Nov-2018,265.95,255.3,256.75,3389542,8743.8682265,1799,
03-Dec-2018,259.95,253.95,256,2081914,5343.269414,1472,
04-Dec-2018,257,252.5,254.85,4028606,10264.830408,996,
05-Dec-2018,259.4,253.35,258.35,1194976,3077.951106,1167,
06-Dec-2018,257.8,253.55,255.65,648790,1658.638053,970,
07-Dec-2018,256.95,251.55,252.85,721812,1832.958773,713,
10-Dec-2018,251.7,246.25,250.35,1896394,4740.426981,1576,
11-Dec-2018,257.25,246,253.15,924469,2323.895218,1479,
12-Dec-2018,256.3,250,250.7,1909161,4810.9361945,1560,
13-Dec-2018,252.45,248.35,249.2,2790047,6960.5536225,1405,
14-Dec-2018,252.9,247.25,252.05,1818267,4546.877475,1699,
17-Dec-2018,255.85,249.25,254.95,1419070,3581.7336645,1450,
18-Dec-2018,257.3,252.7,254.6,1171801,2987.1633275,1169,
19-Dec-2018,267.1,254.55,263.45,2570544,6732.2720735,2022,
20-Dec-2018,263.95,257.95,262,1137215,2978.6350535,1236,
21-Dec-2018,265,247.45,259.85,6508796,16735.760618,8423,
24-Dec-2018,271.15,256,262.55,3202904,8429.391635,8225,
26-Dec-2018,265,258.25,262.6,1282658,3350.098889,5339,
27-Dec-2018,269.2,261.5,266.8,1209883,3216.449492,2864,
28-Dec-2018,269.75,262,263,1745967,4627.653927,1155,
31-Dec-2018,265,257.2,259,1577464,4102.240283,1500,
01-Jan-2019,263.5,257.8,262.25,799064,2078.6906405,809,
02-Jan-2019,266,258.7,264.25,1115095,2935.750574,1165,
03-Jan-2019,273.4,263.6,271.6,2888878,7786.507056,2414,
04-Jan-2019,288.5,272,285.05,6714533,18843.6969695,6557,
07-Jan-2019,295.15,285.1,293.75,5453037,15871.203189,3953,
08-Jan-2019,300.4,290,297.95,4648636,13746.7193395,3753,
09-Jan-2019,299.9,289.25,290.35,3188173,9303.7437405,2911,
10-Jan-2019,290.4,281.6,285.05,3672383,10472.211997,2933,
11-Jan-2019,286.1,276.15,277.2,3840134,10763.4233925,2330,
14-Jan-2019,282.8,274.35,280.1,6223594,17493.4342985,2025,
15-Jan-2019,283.75,277.65,279.75,2487680,6956.4215655,1296,
16-Jan-2019,284.4,274.5,275.85,3605390,10036.137905,2094,
17-Jan-2019,282.35,276.4,280.45,3729858,10471.313028,2325,
18-Jan-2019,283.4,277,278.05,3096388,8689.4264715,1399,
21-Jan-2019,279.85,270.65,277.8,2421296,6668.506406,2355,
22-Jan-2019,280.7,274.5,277.65,2194405,6112.877932,2283,
23-Jan-2019,281.4,274.8,277,4888651,13665.7083285,3889,
24-Jan-2019,283.15,261.2,263,11122963,30012.2280095,11326,
25-Jan-2019,282.45,264.1,279.75,11828569,32614.168389,10072,
28-Jan-2019,293.85,277.05,287.3,8309902,23771.3762265,7968,
29-Jan-2019,298.9,283.4,297.35,6402177,18778.0654575,7172,
30-Jan-2019,299.6,286.05,290.3,6293196,18398.522703,9373,
31-Jan-2019,296.4,285,292.25,4762254,13847.3778095,5984,
01-Feb-2019,298,290.85,296.2,2258242,6670.6733485,1363,
04-Feb-2019,297.8,287.5,295.05,2318471,6819.033419,1142,
05-Feb-2019,295,286.45,288.9,3538939,10258.716193,2331,
06-Feb-2019,298,288.8,296.35,2707550,7937.255259,2016,
07-Feb-2019,308.5,290.65,305.85,3137895,9491.927185,3314,
08-Feb-2019,335,302.05,326.05,11194181,35837.2781075,9392,
11-Feb-2019,329,320,323.5,3081552,9987.8186945,3421,
12-Feb-2019,324.4,310.65,312.85,3518639,11057.523293,3733,
13-Feb-2019,315,302.8,304.3,2930960,8961.751979,3060,
14-Feb-2019,304,293.5,297.2,2912616,8639.240673,2825,
15-Feb-2019,310.45,291.95,306.9,4992264,15147.3615635,4635,
18-Feb-2019,319.25,304.7,317.05,6443621,20370.113547,5295,
19-Feb-2019,324.85,315,318.45,6184870,19851.5492905,6480,
20-Feb-2019,322.9,313.65,318.2,2478600,7868.9183025,2677,
21-Feb-2019,318,306.3,312.55,3996262,12374.0222665,3846,
22-Feb-2019,321.8,309,313.6,3970353,12557.344558,3330,
25-Feb-2019,313.8,302.45,303.95,3480643,10639.134442,6126,
26-Feb-2019,310.5,300.15,308,5880043,17974.891974,5608,
27-Feb-2019,309,294.8,296.75,4142722,12461.0772595,5864,
28-Feb-2019,298.85,291.5,293.65,3914334,11527.153763,5161,
